Order,PID,area,price,MS.SubClass,MS.Zoning,Lot.Frontage,Lot.Area,Street,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition
473,528228455,1220,180000,120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1204.0,1220.0,GasA,Ex,Y,SBrkr,1220,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2.0,397.0,TA,TA,Y,100,16,0,0,0,0,0,8,2009,WD ,Normal
474,528228460,1145,160200,120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16.0,Unf,0.0,1129.0,1145.0,GasA,Ex,Y,SBrkr,1145,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2.0,397.0,TA,TA,Y,100,16,0,0,0,0,0,9,2009,WD ,Normal
475,528235010,1432,188500,60,RL,71.0,7795,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,425.0,Unf,0.0,291.0,716.0,GasA,Ex,Y,SBrkr,716,716,0,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2.0,432.0,TA,TA,Y,100,51,0,0,0,0,0,7,2009,WD ,Normal
477,528235200,1374,170000,80,RL,59.0,9434,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,0,8,2009,WD ,Normal
478,528240030,1630,189500,60,RL,62.0,7984,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,868.0,868.0,GasA,Ex,Y,SBrkr,868,762,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,436.0,TA,TA,Y,120,48,0,0,0,0,0,9,2009,WD ,Normal
480,528240150,1594,195500,60,RL,61.0,10125,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,846.0,846.0,GasA,Ex,Y,SBrkr,846,748,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2.0,434.0,TA,TA,Y,300,48,0,0,0,0,0,7,2009,WD ,Normal
483,528253010,1314,207500,120,RL,34.0,5063,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,0.0,410.0,1314.0,GasA,Ex,Y,SBrkr,1314,0,0,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2.0,626.0,TA,TA,Y,172,62,0,0,0,0,0,4,2009,ConLw,Normal
488,528290120,1800,179000,60,RL,60.0,8123,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,982.0,982.0,GasA,Ex,Y,SBrkr,1007,793,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2.0,463.0,TA,TA,Y,100,63,0,0,0,0,0,6,2009,WD ,Normal
489,528290180,1514,190000,60,RL,42.0,8433,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,683.0,Unf,0.0,111.0,794.0,GasA,Ex,Y,SBrkr,819,695,0,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2.0,394.0,TA,TA,Y,0,72,0,0,0,0,0,6,2009,WD ,Normal
490,528290190,1430,156000,80,RL,62.0,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999.0,RFn,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,0,3,2009,WD ,Normal
494,528294050,1430,168000,80,RL,64.0,7848,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,6,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999.0,Fin,2.0,410.0,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD ,Normal
495,528315090,2365,337000,60,RL,82.0,9430,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163.0,Unf,0.0,89.0,1252.0,GasA,Ex,Y,SBrkr,1268,1097,0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3.0,856.0,TA,TA,Y,0,128,0,0,180,0,0,7,2009,WD ,Normal
496,528321010,2794,403000,60,RL,174.0,15138,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689.0,Unf,0.0,773.0,1462.0,GasA,Ex,Y,SBrkr,1490,1304,0,1.0,0.0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1995.0,Fin,3.0,810.0,TA,TA,Y,0,146,202,0,0,0,0,7,2009,WD ,Normal
497,528327070,2687,327000,60,RL,106.0,12720,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1173.0,Unf,0.0,282.0,1455.0,GasA,Ex,Y,SBrkr,1466,1221,0,1.0,0.0,2,1,4,1,Gd,10,Typ,2,TA,BuiltIn,2000.0,RFn,3.0,810.0,TA,TA,Y,252,30,0,0,0,0,0,9,2009,WD ,Normal
499,528344100,2612,336000,60,RL,98.0,12203,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,975.0,Gd,TA,PConc,Gd,TA,No,GLQ,854.0,Unf,0.0,371.0,1225.0,GasA,Ex,Y,SBrkr,1276,1336,0,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3.0,676.0,TA,TA,Y,250,0,0,0,0,0,0,7,2009,WD ,Normal
500,528354050,2344,265000,60,RL,79.0,10208,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1264.0,1264.0,GasA,Ex,Y,SBrkr,1277,1067,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,RFn,3.0,889.0,TA,TA,Y,220,0,0,0,0,0,0,7,2009,WD ,Normal
502,528365070,2646,260000,60,RL,90.0,9900,Pave,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987.0,Unf,0.0,360.0,1347.0,GasA,Ex,Y,SBrkr,1372,1274,0,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3.0,656.0,TA,TA,Y,340,60,144,0,0,0,0,4,2009,WD ,Normal
503,528385050,2061,260000,60,RL,79.0,9085,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,286.0,Gd,TA,PConc,Gd,TA,No,GLQ,816.0,Unf,0.0,254.0,1070.0,GasA,Ex,Y,SBrkr,1094,967,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1995.0,Fin,2.0,647.0,TA,TA,Y,296,102,209,0,0,0,0,11,2009,WD ,Normal
505,528390100,2448,402000,60,RL,52.0,46589,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,Gd,No,GLQ,1361.0,Rec,180.0,88.0,1629.0,GasA,Ex,Y,SBrkr,1686,762,0,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3.0,711.0,TA,TA,Y,517,76,0,0,0,0,0,7,2009,WD ,Normal
507,528427020,1468,244600,20,RL,74.0,9612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,Y,SBrkr,1468,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008.0,Fin,3.0,898.0,TA,TA,Y,210,150,0,0,0,0,0,12,2009,New,Partial
509,528431070,1658,257500,20,RL,78.0,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1614.0,1614.0,GasA,Ex,Y,SBrkr,1658,0,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,726.0,TA,TA,Y,144,44,0,0,0,0,0,9,2009,WD ,Normal
510,528435030,1578,287090,20,RL,78.0,9262,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,CemntBd,CmentBd,Stone,194.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1573.0,1573.0,GasA,Ex,Y,SBrkr,1578,0,0,0.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,840.0,TA,TA,Y,0,36,0,0,0,0,0,5,2009,New,Partial
511,528435050,1702,275500,20,RL,85.0,10130,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,260.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1294.0,Unf,0.0,408.0,1702.0,GasA,Ex,Y,SBrkr,1702,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,844.0,TA,TA,Y,0,69,0,0,0,0,0,3,2009,WD ,Normal
512,528439060,1432,245000,20,RL,76.0,9139,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,Gd,TA,PConc,Ex,TA,Av,GLQ,379.0,Unf,0.0,1043.0,1422.0,GasA,Ex,Y,SBrkr,1432,0,0,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,2.0,492.0,TA,TA,Y,297,50,0,0,0,0,0,9,2009,WD ,Normal
513,528441020,1971,253000,60,RL,75.0,9675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,341.0,Unf,0.0,772.0,1113.0,GasA,Ex,Y,SBrkr,1113,858,0,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,RFn,2.0,689.0,TA,TA,Y,0,48,0,0,0,0,0,2,2009,WD ,Normal
514,528441090,2490,468000,20,RL,85.0,11128,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,PosN,PosN,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,198.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2158.0,Unf,0.0,300.0,2458.0,GasA,Ex,Y,SBrkr,2490,0,0,1.0,0.0,2,0,2,1,Ex,9,Typ,2,Gd,Attchd,2005.0,Fin,3.0,795.0,TA,TA,Y,70,226,0,0,0,0,0,10,2009,WD ,Normal
515,528456180,1852,252678,60,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822.0,Unf,0.0,78.0,900.0,GasA,Ex,Y,SBrkr,932,920,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2009.0,RFn,2.0,644.0,TA,TA,Y,168,108,0,0,0,0,0,7,2009,New,Partial
521,528458140,1530,250000,20,FV,112.0,12606,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1530.0,1530.0,GasA,Ex,Y,SBrkr,1530,0,0,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3.0,984.0,TA,TA,Y,212,136,0,0,0,0,0,5,2009,WD ,Normal
522,528458160,1766,370878,20,FV,85.0,9187,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121.0,Unf,0.0,645.0,1766.0,GasA,Ex,Y,SBrkr,1766,0,0,1.0,0.0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2009.0,Fin,3.0,478.0,TA,TA,Y,195,130,0,0,0,0,0,10,2009,New,Partial
523,528458180,1448,238500,20,FV,75.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1348.0,1372.0,GasA,Ex,Y,SBrkr,1448,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,692.0,TA,TA,Y,0,140,0,0,0,0,0,6,2009,WD ,Normal
524,528477050,2007,310000,60,FV,85.0,11003,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,160.0,Ex,TA,PConc,Ex,TA,Av,GLQ,765.0,Unf,0.0,252.0,1017.0,GasA,Ex,Y,SBrkr,1026,981,0,1.0,0.0,2,1,3,1,Ex,10,Typ,1,Ex,Attchd,2008.0,Fin,3.0,812.0,TA,TA,Y,168,52,0,0,0,0,0,4,2009,WD ,Normal
525,528477070,1795,270000,60,FV,84.0,10603,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,121.0,Gd,TA,PConc,Ex,Gd,No,GLQ,682.0,Unf,0.0,218.0,900.0,GasA,Ex,Y,SBrkr,909,886,0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,Fin,3.0,782.0,TA,TA,Y,168,45,0,0,0,0,0,7,2009,WD ,Normal
526,528480040,1953,252000,60,FV,85.0,10574,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1082.0,1082.0,GasA,Ex,Y,SBrkr,1082,871,0,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,RFn,3.0,1043.0,TA,TA,Y,160,50,0,0,0,0,0,5,2009,WD ,Normal
528,528480170,1836,264500,20,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,288.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1836.0,1836.0,GasA,Ex,Y,SBrkr,1836,0,0,0.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2009.0,Fin,2.0,517.0,TA,TA,Y,0,175,0,0,0,0,0,10,2009,New,Partial
529,528482040,1662,291000,20,FV,85.0,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1430.0,Unf,0.0,222.0,1652.0,GasA,Ex,Y,SBrkr,1662,0,0,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2006.0,RFn,3.0,711.0,TA,TA,Y,168,120,0,0,0,0,0,3,2009,WD ,Normal
530,528482130,2094,263000,60,FV,75.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,Ex,Y,SBrkr,912,1182,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,615.0,TA,TA,Y,182,182,0,0,0,0,0,11,2009,WD ,Normal
544,531379050,2122,220000,60,RL,43.0,11492,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,Gd,TA,PConc,Gd,TA,No,GLQ,637.0,Unf,0.0,276.0,913.0,GasA,Ex,Y,SBrkr,913,1209,0,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1997.0,RFn,2.0,559.0,TA,TA,Y,0,74,0,0,0,0,0,4,2009,WD ,Normal
545,531382070,1844,257000,20,RL,88.0,10994,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,Gd,TA,PConc,Gd,Gd,No,GLQ,976.0,Unf,0.0,868.0,1844.0,GasA,Ex,Y,SBrkr,1844,0,0,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,620.0,TA,TA,Y,165,44,0,0,0,0,0,9,2009,COD,Abnorml
546,531385020,1434,189000,20,RL,65.0,8529,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20.0,Unf,0.0,1434.0,1454.0,GasA,Ex,Y,SBrkr,1434,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,527.0,TA,TA,Y,290,39,0,0,0,0,0,4,2009,WD ,Normal
548,531452010,1217,120000,160,RL,75.0,10762,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,626.0,626.0,GasA,TA,Y,SBrkr,626,591,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,RFn,1.0,288.0,TA,TA,Y,0,28,0,0,0,0,0,4,2009,WD ,Normal
561,532377130,1144,131400,20,RL,80.0,10000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Unf,0.0,270.0,864.0,GasA,Ex,Y,SBrkr,1144,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,1.0,264.0,TA,TA,Y,165,0,0,0,0,0,400,3,2009,WD ,Normal
562,532378120,864,62383,20,RL,60.0,8281,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553.0,BLQ,311.0,0.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1965.0,Unf,1.0,360.0,TA,TA,Y,0,0,236,0,0,0,0,12,2009,WD ,Normal
566,533206020,3005,280750,160,FV,32.0,2880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1376.0,1376.0,GasA,Ex,Y,SBrkr,1376,1629,0,0.0,0.0,2,1,3,1,Gd,9,Mod,1,TA,BuiltIn,2004.0,Fin,3.0,704.0,TA,TA,Y,0,177,0,0,0,0,0,7,2009,WD ,Normal
576,533253070,1226,211500,120,RL,61.0,3782,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1981,1981,Gable,CompShg,Wd Sdng,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,960.0,Unf,0.0,266.0,1226.0,GasA,TA,Y,SBrkr,1226,0,0,1.0,0.0,1,0,1,1,Gd,4,Typ,2,TA,Attchd,1981.0,Fin,2.0,484.0,TA,TA,Y,133,78,0,0,0,0,0,9,2009,WD ,Normal
578,533254110,2499,180500,80,RL,80.0,9600,Pave,Reg,Low,AllPub,FR2,Mod,Veenker,Feedr,Norm,1Fam,SLvl,8,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,392.0,392.0,GasA,Ex,Y,SBrkr,1487,1012,0,0.0,0.0,2,1,4,1,TA,5,Typ,1,Gd,Attchd,1976.0,Unf,2.0,527.0,TA,TA,Y,0,64,0,0,0,0,0,1,2009,WD ,Abnorml
586,534128190,2640,256900,60,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1967,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,256.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,932.0,932.0,GasA,Gd,Y,SBrkr,1271,1369,0,0.0,0.0,2,1,5,1,Gd,8,Typ,1,TA,Attchd,1967.0,RFn,2.0,515.0,TA,TA,Y,0,120,0,0,168,0,0,5,2009,WD ,Normal
588,534129370,1336,163000,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,Rec,147.0,588.0,1288.0,GasA,TA,Y,SBrkr,1336,0,0,0.0,1.0,2,0,3,1,TA,6,Typ,1,Fa,Attchd,1969.0,RFn,2.0,502.0,TA,TA,Y,312,11,0,0,0,0,650,8,2009,WD ,Normal
591,534152120,1334,167900,20,RL,80.0,9650,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686.0,Unf,0.0,664.0,1350.0,GasA,TA,Y,SBrkr,1334,0,0,0.0,1.0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2.0,630.0,TA,TA,Y,0,16,0,0,0,0,0,4,2009,WD ,Normal
